t,foot_x,foot_y,foot_z,foot_vx_true,foot_vy_true,foot_vz_true,foot_vx_est,foot_vy_est,foot_vz_est,contact_normal_force,hip_tau,knee_tau,hybrid_state,hybrid_state_id,joint1_pos,joint1_vel_true,joint2_pos,joint2_vel_true,joint3_pos,joint3_vel_true,joint4_pos,joint4_vel_true,joint1_vel_est,joint2_vel_est,joint3_vel_est,joint4_vel_est
0.011000000000000003,-0.7083675106679372,-0.06802096409003627,0.008224673540230043,-0.1638486456895829,0.09180601162529678,0.8597314221451774,0.0019087482839997994,0.02238975211165329,0.01996312956400332,6.670477810744714,0.0150896846980371,0.012327513039547188,STANCE,1,0.003499084037128526,0.46586957180942906,0.05287726287719532,-0.933502987685026,0.018063110558061597,1.9980928554486406,-0.042114079863289314,-5.16530708136931,nan,nan,0.23633451125628588,-0.4674551252523443
0.012000000000000004,-0.7085312295349059,-0.06793177531697245,0.009083413052597522,-0.1633968391650891,0.08611586007519234,0.8565447734530643,0.0032787791490989935,0.04441127868724955,0.023407151404479496,0.0,0.01803590189259293,0.01600304915595391,STANCE,1,0.003966210532921596,0.4679316112239058,0.051943113915569154,-0.9338917028326167,0.02002438004983528,1.9244993254943792,-0.04721889929124869,-5.036485129411424,nan,nan,0.2328418830111191,-0.584057104030663
0.013000000000000005,-0.7086943791690329,-0.06784879765258398,0.009938137200361047,-0.16275039164248875,0.07798626385711138,0.8514671250868184,0.004617549108130631,0.06608500589621986,0.02693053312158967,0.0,0.021208604165354555,0.020313147732816686,STANCE,1,0.004434673700456169,0.46898720850248166,0.05100998820462233,-0.9323564284365338,0.02191267615828202,1.8523773958791974,-0.05218317713679788,-4.892586757507864,nan,nan,0.2294008699616937,-0.6989359008565927
0.014000000000000005,-0.708856809694583,-0.06777488166966088,0.010787041620930832,-0.1621103753506225,0.06986860347433788,0.846337510634467,0.002854776703622299,0.03263904007456199,0.03017358850541078,0.0,0.023567766180421685,0.02435805577823561,STANCE,1,0.004904159985596462,0.46997818235572675,0.050078411576757687,-0.9307934545205884,0.023729771676352627,1.7820921188807475,-0.0570048187091267,-4.751204507997643,nan,nan,0.3495208919216476,-0.6886067988734904
0.015000000000000006,-0.7090186045684128,-0.06770910278098585,0.011630790792486079,-0.16147900153085348,0.061712206745513476,0.8411572512147214,0.004201484295828358,0.05447611806024531,0.03372707770970848,0.0,0.027029349922263725,0.029912780015568612,STANCE,1,0.005374601272689369,0.4708975557263429,0.049148413817870176,-0.9291986294088683,0.025477525705493255,1.7136884682577969,-0.06168621632932375,-4.612091707377358,nan,nan,0.34435555854349514,-0.8019405263175065
0.016000000000000007,-0.7091797718309515,-0.06765149625348418,0.012469337245876011,-0.16085506203669894,0.05352413879984341,0.8359327205942667,0.004154583286585305,0.053663715170197565,0.033507619842529084,0.0,0.030693328770034584,0.03496048362790646,STANCE,1,0.005845926773723165,0.4717469456100804,0.0482200274520819,-0.9275706180658506,0.027157821413293516,1.6471694559952323,-0.06622966023724546,-4.475289703921314,nan,nan,0.3392665601413745,-0.7900891884901542
0.017000000000000008,-0.7093403201071122,-0.06760211246455361,0.013302633597916474,-0.16024094050653573,0.045266958537561686,0.8306575907689357,0.005465876626930973,0.07515684853731495,0.03717943112840828,0.0,0.034555472952132564,0.041869601654591686,STANCE,1,0.006318065416976345,0.4725241692936646,0.04729328575395963,-0.9259092536349985,0.028772509023246004,1.5824666865193022,-0.07063729886217407,-4.340475103113125,nan,nan,0.33425276861219166,-0.9019231761861407
0.01800000000000001,-0.7095002583778874,-0.06756101398702645,0.014130632986321556,-0.15963495803279742,0.036953861252092546,0.8253393908346721,0.005394874887295229,0.07402723193863317,0.036945526824689316,0.0,0.038612042760533774,0.0479812776185054,STANCE,1,0.0067909460634369605,0.473231273701758,0.04636822274194904,-0.9242132149293756,0.03032341130826262,1.5195930806614315,-0.07491116593803919,-4.207740122729375,nan,nan,0.3293130725243268,-0.8885942622523554
0.01900000000000001,-0.7096595956380046,-0.06752825874077593,0.014953286851336067,-0.1590388410150907,0.028580776610781733,0.819967052627674,0.005063918289812497,0.0628430138077029,0.0438468377462137,0.0,0.04089129125790331,0.056342659318760466,STANCE,1,0.00726450302177665,0.4738770787570594,0.0454448690537951,-0.9224905614569817,0.03181220511442277,1.4582451429601293,-0.0790531219315066,-4.076648449852281,nan,nan,0.44795655947103985,-0.998972509942004
0.02000000000000001,-0.7098183412370004,-0.06750391501107583,0.01577054660947025,-0.15845154069314524,0.020131195517735567,0.8145517577942211,0.00501105318692807,0.06190445279244261,0.04350174437347962,0.0,0.04513791101685867,0.06356784782520197,STANCE,1,0.007738670890910563,0.4744534027029198,0.04452325561839572,-0.9207326926129475,0.03324053212301727,1.3986541009214348,-0.08306491371834294,-3.9474061472970803,nan,nan,0.4413365117941279,-0.9842093694009892
0.02100000000000001,-0.7099765057696622,-0.06748808501820659,0.016582363405424794,-0.1578766167438519,0.011553663541627013,0.8090815664691974,0.0062957014987891765,0.08323263708319147,0.047280980791075594,0.0,0.049565336950989324,0.07346762134956354,STANCE,1,0.008213378400028754,0.47495666261852093,0.04360341736788741,-0.9189401800041237,0.03461010364968503,1.3407293864296306,-0.08694817089135352,-3.8195755069421917,nan,nan,0.4348142973341162,-1.0931745859505102
0.022000000000000013,-0.7101341001945634,-0.06748088272575767,0.017388687852504914,-0.15731122478273835,0.0028763190043806786,0.8035676078154743,0.006219080032807457,0.08198190420879602,0.04691197084075989,0.0,0.0541719434355318,0.08184474306678977,STANCE,1,0.008688554070898758,0.4753900231605393,0.04268538968445569,-0.9171115547992934,0.03592260488601466,1.2845084188852858,-0.09070441395580883,-3.6933732495529012,nan,nan,0.42838847027991744,-1.0770192965029657
0.023000000000000013,-0.7102911361527661,-0.0674824376805864,0.018189468738593007,-0.15675958864137113,-0.005960400933742727,0.7979948496123151,0.007470327951997546,0.10298352541950874,0.05077299637047317,0.0,0.05895644693153552,0.09335781501977121,STANCE,1,0.009164125809616544,0.47574909329587883,0.04176920821234994,-0.915247756300229,0.037179687841835195,1.2298884044091793,-0.09433501861071639,-3.5682961418626387,nan,nan,0.4220576061871108,-1.1846129377751176
0.024000000000000014,-0.7104476256353646,-0.06749289092706698,0.018984653978565136,-0.15621816784197898,-0.014919643552665174,0.7923768587287083,0.0073710206698680445,0.1014314261637564,0.050372921016921486,0.0,0.06391788481743606,0.10291465459768907,STANCE,1,0.009640021246610593,0.47603770776589666,0.040854908948042244,-0.9133471460282155,0.038382979775776586,1.1769215448394974,-0.09784125566151651,-3.444634221755715,nan,nan,0.41582030166217815,-1.1671063426355839
0.025000000000000015,-0.7106035803596995,-0.06751236383410253,0.01977418773285658,-0.1556899935876085,-0.02399924915822571,0.7866923039524385,0.0070862957515581354,0.08988424628082875,0.05718323346031086,0.0,0.06558477642336188,0.11610510691827691,STANCE,1,0.010116177611807371,0.47627118407289293,0.039942521079919184,-0.9114249318797157,0.0395338765666081,1.125095182604682,-0.10122420008002013,-3.3217102260450693,nan,nan,0.533185356651189,-1.2733686482506033
0.026000000000000016,-0.7107590123845996,-0.06754098695395078,0.02055801317944475,-0.15517265832098093,-0.03321947561772387,0.7809608204886096,0.007004436623607925,0.08853403990879224,0.05666620279564527,0.0,0.07066396684440891,0.12685911569277983,STANCE,1,0.010592532286546228,0.47643460505312585,0.03903207376017841,-0.9094660617383404,0.040633741985107275,1.0748542842480842,-0.10448482631397554,-3.1999948938836864,nan,nan,0.5253057700996936,-1.2545503923651264
0.027000000000000017,-0.710913800686633,-0.0675767783852124,0.021336489289013882,-0.1544030208922856,-0.03833623709533507,0.775998600638518,0.008230549702723827,0.10940068869016031,0.06057646867979307,0.0,0.0046421026441924645,-0.01225833438179281,STANCE,1,0.011069349398591121,0.47719503618275155,0.03812350120917269,-0.9076748809971241,0.04168230598548958,1.022479517349584,-0.1076348085369165,-3.100335124563682,nan,nan,0.5175426306400922,-1.3595204213831578
0.028000000000000018,-0.7110678178592786,-0.06761763155576297,0.022110018008077242,-0.1536310955168872,-0.043354598130505906,0.7710628379128892,0.00812625999005048,0.10775264672390161,0.06002624794018961,0.0,0.005127695408124721,-0.013134014381743416,STANCE,1,0.01154691263608335,0.47792703121774593,0.03721673352498415,-0.9058563418266583,0.042679149035400966,0.9714076102024917,-0.11068629493690958,-3.0029952445282055,nan,nan,0.5098942173794012,-1.3394289865843918
0.02900000000000002,-0.7112210619154173,-0.0676634545625445,0.0228786248985115,-0.1528567744201094,-0.04827616061581008,0.7661551616148273,0.008023258064744885,0.10612876590332612,0.059470066857028575,0.0,0.005645624201696755,-0.014037520699676242,STANCE,1,0.012025194009815884,0.4786314777247199,0.036311798096105435,-0.904010388837362,0.04362556204403772,0.9216147437007904,-0.11364158417148189,-2.9079329263880536,nan,nan,0.502358834856553,-1.3196344695412727
0.03000000000000002,-0.7113735314879547,-0.06771416481737119,0.023642334560672468,-0.15208211480263994,-0.053129339742881365,0.7612685465690207,0.009214031897041204,0.12669968710509563,0.06347630084253132,0.0,0.006196894086718807,-0.013531065984905036,STANCE,1,0.012504165220290053,0.47930687002845,0.035408721953649455,-0.9021377888042549,0.04452279100148237,0.873035196838982,-0.11650282235386648,-2.8148863547408536,nan,nan,0.49493481266655465,-1.4236426649064546
0.03100000000000002,-0.7115252251474219,-0.06776968181630849,0.024401172799654897,-0.1513049302589866,-0.05788980473166322,0.7564125356776568,0.009089668017605182,0.12478721432497805,0.06288427780270749,0.0,0.0067824988070344676,-0.01441463915259833,STANCE,1,0.012983798739677638,0.47995625329155517,0.03450753214098834,-0.9002377560314998,0.045372059044826135,0.8256883897900458,-0.11927211247835633,-2.7240292379377156,nan,nan,0.4876205050902016,-1.4026036107452755
0.03200000000000002,-0.7116761403220454,-0.06782991361059076,0.025155170898261248,-0.15052513553018024,-0.06255917280932027,0.7515884291621034,0.008966954882089598,0.12290320794911731,0.062286899094151575,0.0,0.007403421499142417,-0.015326087307699458,STANCE,1,0.01346406894500403,0.4805803941654525,0.03360825608860625,-0.8983102989525726,0.04617458787442418,0.7795523197925768,-0.12195162409886962,-2.635321901192109,nan,nan,0.48041429072926267,-1.381875478566774
